text,label
थुक्क नेपाली फिलिम हेर्यो जुन पनि अधुरो अपुरो गण्टाको फिलिम बनाउछौ डाकाहरु  अन्तिममा ताई न तुई  यस्तै भएरा नेपाली फिलिमले बजार लिन नसक्ने,0
के फिल्मी हो न जरो न टुप्पो छ्या,0
एउटा नया इतिहास लेख्यो यो फिल्म ले यती धेरै  राम्रो फिल्म नेपाल मा बन्छ सक्छ भन्ने नया उदाहरण हो यो,1
राम्रो भन्‍नेले राम्रो भन्‍दै जान्छ नराम्रो भन्‍नेले नराम्रो भन्‍दै जान्‍छ तर मलाई चाहि फिलिम हेरेर मज्‍जा आयो है तपाइलाई कस्‍तो लाग्‍यो खै कुन्‍नी?,1
एउटाको गलती अर्कोलाई सजाय यो भएन यथार्थमा आधारित बनाउनु पर्यो कथा र कानुन बमोजिम पनि!!,0
"आम्मामामामामामामा..... पृथक कथावस्तु, गीत सङ्गीत, कलाकारको अभिनय त डेन्जर नै रहेछ नि।अत्यन्तै मन पर्यो।",1
"थियेटर मा हिट भयो कि नाई तर मलाई त कथा धेरै मन पर्यो, सुनमा सुगन्ध |",1
फिलिमले एकदमै मन छोयो र नेपाली चलचित्र उद्योगको सायद यो पहिलो फरक खालको कथा भेटाए। ,1
के फिल्म हो यस्तो ताई न तुईको?मारुनिको अर्थ के हो खोइ?,0
जस्ता तोरिहरुले नि मुभी बनाउनि भएसी मुभी नि तोरी हुनु केहि नौलो होइन।,0
यो लेबल को फिल्म बनिरहे हिन्दी फिल्म किन हेर्नू।,1
३पल्ट भयो हेरेको जति हेरेनी हेर्न मन लाग्ने,1
 यो फिलिम मइले त  मनभरी मनोरन्जन लियो शाथी हो तपाईं हरु पनि मनोरन्जन लिनु हुनेछ वन्नी आशा राख्ने छ्,1
"साला येस्तो पनि film हुन्छ , खोइ फिल्म लाई पूरा रुप न देई कन बिछ मै समाप्त गर्यो!!",1
अाज फेरि हेरियो जति हेर पनि धित नै मर्दैन ।,1
"आमाले पिट्दा नरुने मान्छे म ,यो फिलिम हेरे आज फेरि रुन परियो..",1
हो यस्तो फ्लिम बनाउन अनि नेपालमा नेपाली फिल्म पैलो रोजाइमा पक्कै पर्छ।,1
"यो चलचित्र हरेक संवादले मुटुमा चसक्क ल्याउछ । चलचित्र निर्देशन , कलाकारको कलाकारिता बर्णन गर्ने शब्द छैन ।",1
मनको कुनामा छोयो यो फिलिमले साँचै कति बास्तबिकता खुलाको छ ,1
कति चोटि हेरौ के मत रहरै पुग्दैन म त भन्छु के सबै फिल्म यस्तै बनोस्,1
फिल्म चाहिँ अति भन्दा अति राम्रो र जनता ले मागेको र चाहे जस्तो बनाई दिनु भएको रहेछ । Thank you,1
"एति,राम्रो फिलम,मैले अाजसम्म हेरेको थियन बल्ल अाज हेर्न पाय ,अाखा बाट अासुको धारा पो अायो",1
मलाई त यो फिलिम हेरेर डर मात्र लाग्यो,0
फिल्मको गति हेर्दा जम्मा १० हजारमा बनेको जस्तो छ,0
पागल हरु छोरी र बाउ को यो सिन मन परेन chhyaa,0
"न Film Quality राम्रो छ, न कथा, न त अभिनय नै ,जस्तो पनि फिल्म बनाउने छ्या वाबईयात |",0
यो होनि मुबि त साचि नै भन्नु पर्दा माया भन्दा ठूलो केहि छैन सलाम छ यो मुबि बनाउने अल टिमलाई,1
"जे होस चलचित्र राम्रै बनेको रहेछ ।बधाई छ ।प्रड्युसर , लगायत सबै टिमलाई ।",1
एकदमै रमाइलो अनि सन्देश मुलक सानो तिने घर झगडामा बाहिर बाट आगो लगाउने कति हुन्छन भन्ने कुराको वास्तविक यथार्थ कथा,1
यो फिल्म हेरेर के थाहा भयो भने साचो माया कहिल्यै नमर्दो रहेछ। जस्तो सुकै उताब चडाब आएनि माया कहिल्यै नछाड्ने रहेछ भनेर ,1
फिलिम भनेको त येस्तो पो हुनु पर्छ यो फिलिम ले मन छोयो सारै राम्रो छ,1
जति फिल्म को नाम सुन्द उत्साहित थिए तेति कै हेरे पछी निराश भए। तेति राम्रो छैन ।,0
केको फिल्म बनाको एस्तो छि छि ,0
 सबै  जात जाति मात्र नभयर सम्पूर्ण नेपाली भाबना र मानबिय समबेदना बोकेको एक उत्कृस्ट चलचित्र,1
अति सुन्दर चलचित्र मन छुयो असाध्यै राम्रो  बिश्वास करुणा ममतामयि  आमाको माया अपरम्पार छ,1
सुरुदेखि अन्तिम सम्म  मन र सोचलाई एकठाउकेन्द्रित गर्नुमा सफल लाग्यो एकछिन पनि यो  नाटक गरेको  हो किन भावनामा बग्नु  जस्तो लागेन। ,1
"मैले खेजेको  फिल्म जिवनमा हेर्न पाए, म यहि र यस्तै फिल्मको आशा, प्रतिक्षामा थिए आज पूरा भयो,  यस्तो फिल्म हेर्न पाउँदा  मनको इच्छा पुरा भयो",1
पछिल्लो समय नेपाली फिल्म क्षेत्रमा एकदमै स्तरीयता आएको छनक मिल्न थालेको छ।नेपाली cene क्षेत्रमा अझै प्रगति भएको देख्न पाउँ सफलताको शुभकामना,1
मुबि मा फाइटिइन सहि भयना साउद इन्डिया को जस्तो हुनु परने थियो,1
"केही बूझेको भए मार्दिनू , बैंकको पैसा लूटे पश्चात ending ! के हो ? अलमलमा परियो !",0
"सबैले राम्रो प्रदर्शन गरे, विशेष गरी क्लाइमेक्स मन परायो।",1
फिलिमको स्टोरी चाहिँ लास्टै दामि लाग्यो यार   गितहरु पनि उत्तिकै उत्कृष्ट रहेछन ,1
केहो यो Move होकि ठेलि सिरियल हो टाईम लस ।।।।।।,0
यस चलचित्रको भ्वाइस एडिटिङ र कथाको जति तारीफ गरेपनि कमै हुन्छ। चलचित्र अभिनय कर्मीहरु लगायत डाइरेक्टर प्रति हार्दिक बधाई तथा शुभकामना।,1
सामाजिक सत्य छ ।बास्तबिकता छ ।गरिबीको मार्मिक काहानि छ। एक दम मन छोयो।,1
कथा  अभिनय  सबै उत्कृष्ट  हेर्दाहेर्दै कति छिटो सकियेछ ।सबै कलाकार हरु लाई हार्दिक नमन।,1
 गरिबिको यथार्थमा घूलमिल चलचित्रले अबश्य नै निमूखा जनता हरूको छटपटाहट बेदनाको सन्देश छरे जस्तो लाग्यो ! धन्यवाद्,1
"Great Story, अभिनए पनि उति नै राम्रो लाग्यो । यस्तो हो नि त कथा भनेको",1
सामाजिक सत्य छ ।बास्तबिकता छ ।गरिबीको मार्मिक काहानि छ। एक दम मन छोयो।,1
"फिलिम चै अति राम्रो लागो मलाई चै,धनी र गरिब लाई राम्रो सङ ब्याग्या गरिएको रैछ।",1
यो फिल्मले त हाँसो पनि उत्तिकै आँसु पनि उत्तिकै बनाउदो रैछ भगवान जिबनमा धेरै फिल्म हेरियो तर येस्तो सान्दर्भिक कथा हेरेको थिन हार्दिक सलाम छ ,1
कति सिम्पल मोवि गर्छ नेपाली फिल्म indstry ले सिरियल जस्तो लाग्छ अलि new new locations मा गयर new style मा बने कस्तो होला ।,0
नयाँ कथा लेख्न आउदैन भने किन चलचित्र बनाउनो पर्या होला दक्षिण भारत चलचित्र को कपि गरेर फिल्म बनाउछ्न यार,0
एस्तो दुदे बालबालिकाको नर्सरीको लभ देखाएर हुन्छ ? लाज लाग्छ एस्तो ताइ न तुइको  फिल्म देखेर ???,0
"यो कुन चाई पागल डाईरेक्टरले यस्तो लामो जस्तो लौरो न छालाको फिल्म बनाको मुजिलाई गोरुको गोबरले लात हान्न मनलाई राछ ,,",0
सार्है बक्वास छ फिल्म तपाईंहरुले आफ्नो समय बर्बाद नगर्नुहोला मैले हलमा गएर हेरेको 30 मिनेटमै निक्ल्नुपर्यो न कथा राम्रो छ न direction राम्रो छ.,0
"थुक्क नेपाली फिलीम कमाऊन धेरै खोज्छौ  डाका हरू लगानी कम गर्छौ, यो भन्दा त बिहारी फिलीम राम्रो हुन्छ जायो बिहार गएर फिलीम  बनाउन सिकेर आयो ",0
नेपाली फिल्म हेर्यो भने राम्रो फिल्म कस्तो हुन्छ भनेर नि सोच्नु पर्छ यार । यौता Matter पायो भने फिल्म बन्यो ।अनि नेपाली फिल्म मा चै त्यो matter love .,0
छि छि यस्ता पनि फिल्म हुन्छन् बच्चाबची जस्तै,0
यस्ता फिल्म हरु बन्न बनाउन जरुरी छ र निकै राम्रो लाग्यो र बुझ्नेलाई अति राम्रो शिक्षा पनि दिन खोजेको छ यो फिल्म ले,1
कति राम्रो फिल्म बनेको ! आहा !! नेपाली फिल्मले केहि दिन खोजेकै हो ! ,1
याे फिल्मले सितिमिती Tranding 1 छाेड्दा जस्ताे छैन बधाइ छ सबै टिमलाइ,1
"ए मेराे हजुर फिलिमकाे नाम राम्राे छ तर फिलिमकाे हिराे काेहाे भनेर चिन्न सकेन न हिराे जस्ताे देखिन काेहि रहेनछ , बच्चा बच्चिले हेर्ने जस्ताे लाग्याे मन परेन",0
"यत्तिको झुर फिलिम कहिले पनि हेरेको थिएन, कथा र निर्देशन दुबै फितलो",0
तोरि जस्तो फिल्म कथा त भयन भयन अभिनय पनि के गरेको तेस्तो गाउँ मा नाटक गरेको जस्तो ।,0
Movie ठिक ठिकै हो तर नायक दुइको बोलिमा दम छैना । घोगन्ते पाराको (voice ) अर्गानिक एक्टिङ छैना,0
यस्तो हावा फिल्मि कस्ले बनाको केटा केटी भाडाकुति खेलेजस्तो थैत ,0
"नेपाली समाजलाई नै नबुझेका कस्ता director  होलान। Frame मा कि त धेरै मान्छेलाई नसमेट्नु, समेट्ने हो भने मुर्ति जस्तो गरि नराख्नु।",0
हावा फिल्म वीर बिक्रम 1 जस्तो होला भनेको हावा पो रहेछ,0
आजसम्म जिन्दगीमा मनपरेको चलचित्र भनेको यही हो मेरो त।।ती आमा बुवा माथि मुख नचलाउनु जसले तिमीहरूलाई बोल्न सिकाए। ,0
मन परेको अर्को पक्ष अस्पतालमा हुने र घटने घटनाहरूको छर्लङ प्रस्तुतीकरण हेर्दा अति मन छोयो ,1
फिल्म हेर्नु भनेको पूर्ण मनोरञ्जन लिनु हो न कि टेन्सनले पेट पोलाउनु । टेन्सन हुन थालेपछी हेर्न छाडियो । पुरा हेरिएन । ,0
केटा केटी को मानसिक बिग्रिने स्टोरी लाग्यो है,0
अरु जे जस्तो भएँ पनि फिल्म राम्रै छ समाज को लगभग यथार्थ कुरा को चित्रण गरिएको रहेछ।,1
"समाजको बास्त्बिक्तालाई चलचित्रको माद्यम द्वारा बुझाउने निकै राम्रो प्रयास हो ""प्रसाद""",1
Wow फिल्म भनेको एस्तो पो हुन पर्छ। हजुरबुबा छोरा नातिको माया अनि  Acting पनि really जस्तै गरिएको छ amazing  movie,1
यो फिल्म हेरेर सारा दुख  कस्ठ सबै भुलेर हेरे सारै मन पर्यो हाम्रो समाज मा अझै  यस्तो भेदभाब छ।यसलाइ मुक्त गर्नु पर्छ्,1
"संदेश मुलुक प्रेरणादायी कथा बस्तु, निकै राम्रो लाग्यो !",1
यो होनि मुबि त साचि नै भन्नु पर्दा माया भन्दा ठूलो केहि छैन सलाम छ यो मुबि बनाउने अल टिमलाई,1
"कति राम्रो रहेछ कहानी,आख चिम्लेर साथिलाई बिश्वास गर्नुनहुने र वास्तविक सत्यकुरा बुडाबुडिमा साटासाट हुनुपर्ने र जे छ त्यसैमा खुशी हुनुपर्ने भन्ने पाठ सिकायो",1
"सन्तोष भन्दा ठूलो कुरा केही छैन रहेछ, खुशीको नाउमा अनेकौ बाहाना बनाई भौतारिनु भन्दा जे छ त्यसैमा रमाउनु नै उत्तम रहेछ । भोलि त कस्ले देखेको छ र",1
अहिलेका तरुना तन्नेरी लाई पक्कै मन पर्दैन होला तर गम्भीर विषयको उठान गरेको छ यो चलचित्रले !! ,1
यो फिल्ममा नेपाली समाजको यथार्थ चित्रण गरेको छ।दामी फिल्म।यस्तो फिल्म हो हिट हुनुपर्ने,1
"कस्तो कस्तो चलचित्र हुन्छ्न, कुनै स्टोरिनै छैन यो फिल्म मा त acction डरामा कोमेडि हुनुपर्छ हा हा हा ?कुनै इनटेस नै आयन त एस्तोलाई पनि movie भन्ने हो त?",0
"यो चलचित्रलाई मन नपराउनेहरुको एकपल्ट मुहार हेर्न मन लाग्यो हौ, उडी उडी फाइट सिन हेर्ने र लगातार तीनपल्ट टाउको घुमाएको नभएर होला कि कसो गाठे !",1
लास्टमा माइण्ड फ्रेस गर्नलाई सबै नाचेको मज्जा भो।एकदमै दामि फिल्म बनेको छ।पैसा वसुल।,1
गजब छ फेरि यस्तै फिलिम बनाउ साथिहरु हाे,1
यो नेपालको ग्रामीण भेकको कथालाई जस्ताको त्यस्तै उठान गरिएको चलचित्र वास्तवमै राम्रो बनेको छ र यस्का प्रतिनिधि पात्रहरूले पनि उत्तिकै न्याय गरेका छ्न।,1
"अति उत्तम नेपाली को पहिचान।नेपाली सन्साकार ,नेपाली सब्भेता बोकेको राफ्नो देश र पहिचान माथी बनाएको यो फिलिम अति राम्रो छ। धन्नेवाद",1
अब नेपाल फ्लिम बजारमा पनि यस्‍ताे मजाकाे नेपाली फ्लिम देख्‍न पाइन्‍छ भन्‍ने आशा नै मरिसकेकाे थियाे तर  हाेइन रहेछ।,1
यस्तो होनि लाइन नेपाली मन र नेपाली पनको चलचित्र भनेको हृदय देखि नै बधाई,1
फिल्म साच्चिकै धेरै राम्रो रहेछ तेस मा पनि नेपाल को झन्डा ले सुन मा सुगन्ध नै थपिदिएको छ । साच्चिकै कति गौरवसाली छ मेरो देश को झन्डा,1
अलि बच्चाहरूले बनाको जस्तो लाग्यो माफ पाउ।,0
मलाई यो फिलीम थीक लागेन यो फिलीम बच्चाहरुले हेर्योभने बच्चाको दिमागमा यस्त्याे नहुने कुराहरु गर्न सिक्नेछन् त्यसैलेअबदेखि यस्त्यो फिलीम नबनाउनु होल,0
यस्तो ताइन तुइ को फिल्म यो हेरेर समया बिताउनु भन्दा पुरनो श्री दाइ को हेरिन्छ,0
"कथाअत्यन्तै झुर,पात्र चिनिएका तर एक्टिङ्ग लास्टै नसुहाउने,नेताको रोल गर्नेलेत झन् कामनै नलाग्ने एक्टिङ्ग गरेको,सुरुदेखि अन्त्यसम्मै कुनै क्लाइमेक्स नया नलाग्ने",0
आज सम्म यो फिल्म जस्तो नराम्रो कुनै film हेरेको थिएन,0
नेपाली फिलिम को स्तर सारै घिन लाग्दो हुन  थाल्यो! कहि कतै भेटिदैन वास्तविक अभिनय! छ्या!!!!!!! बन्द गर नेपाली सिनेमा बनाउन,0
काम न पाको भय खाडि मा भेडा चराउन गय भैहल्थोनि यस्तो झुर फिलिम बनाउनु भन्दा,0
"यो फिल्म साधारण शब्दमा भन्नूपर्दा नेपाली फिल्मकै इतिहासमा यौटा छेउन टुप्पुको फिल्म रैछ!! निमार्ता ज्युहरु, विषयबस्तु र कथा सन्देशजनक बनाउनु पर्यो!!",0
ह्यया मन नै परेन फिलिम । एक्टिङ त राम्रै हो तर स्टोरी झुर ।,0
"कुन बेहुला लाई बिहे को दिन फ़ोन आउछ जति सुकई इमरजेंसी भए पनि,अचम्ब छ नेपाली फ़िल्म को कथा ",0
यो लभ स्टेसन फिल्मको कहानी पात्र असाध्यै मन छुने छ। छोरी ले अन्तिममा बाबा आमा भेट गर्दा धेरै राम्रो लाग्यो।,1
"निकै राम्रो छ मुवि , समयको बर्बादी कत्ती पनि लागेन ",1
गलफेरन धेरै बनाउँन नहुदो रहेछ भनि कुरा बुझियो।। यो मुभि बाट लासटमा आएर।।दामि,1
story एक्दम मिलेको अनि झन background music ले मन नै छुने ,1
"ठ्याकै केटिहरुलाई चेतावनी दियोके लाउरे हरुशीत लभगर्नु हुदैन भनेर हिहि नाइस""निशानी""लाउरेहरुशीत लभ नगर्नेहरु यता हाजिर हौत कतिजना रहेछन.. कुरो",0
मायाले सन्सार थाम्दैन भन्नि यहि हो कति राम्रो रहेछ मुभी,1
फिल्म हाेस् त यस्ताे | पात्रहरू त अाफैमा हिरा हुनुहुन्छ ।,1
उत्कृष्टताको शिखर चुम्न सफल चलचित्र...दर्सकको मनमा राज गरेको छ भन्दा दुई मत नहोला....अझ येस्तै चलचित्र हेर्न पाउने अपेक्षा अनि सुभकाम्ना  छ.,1
धेरै रमाइलो यो फिलिम हेर्दता मोलाई नै खेलम भको ,1
